,y,x,street_count,ref,highway
29809620,52.458862,13.3231957,1,,turning_circle
2738936794,52.4400759,13.3465711,3,,
379640797,52.6535776,13.2995057,1,,
2738936797,52.4411144,13.3482848,1,,
101374976,52.4516418,13.5232664,3,,
101374984,52.4489372,13.5395158,3,,
78699531,52.5235385,13.5495326,4,,
78699537,52.5257671,13.5500283,4,,
78699551,52.5279874,13.5505134,4,,
78699553,52.5253466,13.5550719,4,,
78699554,52.5231329,13.5545657,4,,
78699555,52.5232778,13.5527134,4,,
78699556,52.5234198,13.5510004,4,,
3539000354,52.5641865,13.4064563,1,,
290905136,52.4629,13.3751888,3,,
593419320,52.5022194,13.5973595,3,,
388029527,52.5987203,13.3821954,3,,
4179024996,52.5448787,13.3643067,3,,
361159820,52.4534781,13.518312,3,,
530766996,52.4651992,13.5152651,3,,
4363312285,52.5056555,13.4809391,1,,
1976491174,52.4733089,13.5358581,3,,
220519597,52.4382545,13.5477296,3,,
1976491182,52.4724972,13.5328647,3,,
97967306,52.6099082,13.4792607,3,,
97967307,52.6108727,13.4770942,4,,
97967308,52.6125827,13.4733125,4,,
97967309,52.6144241,13.4691976,3,,
97967310,52.614988,13.4668362,4,,
108322022,52.5297055,13.5717995,3,,
98229506,52.6046685,13.4777204,4,,
98229507,52.6029935,13.4815065,3,,
475979025,52.4453204,13.3779157,3,,
475979035,52.4446318,13.3780203,1,,turning_circle
164683038,52.4724038,13.5661057,1,,
1631771975,52.4649695,13.3349136,3,,
26926430,52.4225164,13.1999386,3,,
1563614564,52.4593063,13.2806137,3,,
1563614565,52.4593774,13.2802494,3,,
1563614570,52.4605561,13.2808009,4,,
1563614571,52.4605702,13.2812043,4,,
1563614576,52.4615035,13.2779312,3,,
1563614579,52.4627466,13.2822226,3,,
1563614581,52.4629603,13.2814769,3,,
60480911,52.5102412,13.2538586,4,,
254336400,52.4965292,13.3314268,3,,
60480913,52.5084578,13.2541395,3,,
164683159,52.4713266,13.5635233,1,,
389078425,52.6309661,13.2844963,3,,
101375410,52.4524015,13.5235141,4,,
101375413,52.4522499,13.5290778,3,,
1761402294,52.4875175,13.3416313,3,,
98098620,52.6175287,13.4769142,3,,
1761402326,52.4878268,13.3424456,3,,
278715952,52.4347731,13.2438708,1,,turning_circle
558554674,52.4999535,13.5438304,1,,
277274222,52.5951091,13.2789843,3,,
278716015,52.4364248,13.2457516,3,,
278716017,52.4351684,13.246911,1,,turning_loop
1329913468,52.4398084,13.2087686,1,,turning_circle
278716030,52.4350655,13.2454231,3,,
278716033,52.4354717,13.2466351,3,,
278716035,52.436655,13.2421155,3,,
617799299,52.5774396,13.2969981,3,,
278716040,52.4387258,13.2521128,1,,
278716049,52.4374202,13.2519688,3,,
8155618988,52.6180795,13.4830969,1,,
8155618989,52.6182046,13.4828257,1,,
213704384,52.4818567,13.271927,3,,
213704386,52.4827282,13.2662004,4,,
213704392,52.4816334,13.2680186,3,,
281337547,52.5377743,13.502942,3,,
213704396,52.4819639,13.2679693,3,,
281337549,52.5370437,13.5055539,3,,
213704399,52.482385,13.2685314,3,,
213704402,52.4818969,13.2674345,3,,
213704407,52.4821245,13.270217,3,,
301784825,52.4882127,13.1710705,1,,
29941517,52.5327994,13.3133385,1,,
388030221,52.5970993,13.380507,3,,
417128226,52.4308861,13.1941468,3,,
230350650,52.4439917,13.293396,3,,
1792859967,52.4555067,13.5804311,4,,
78044994,52.5300174,13.5524647,3,,
294838085,52.4357681,13.5297646,3,,
751755096,52.534749,13.3282202,3,,
94953340,52.4453331,13.5770357,3,,
3848200061,52.4964715,13.4003182,1,,turning_circle
281337730,52.537361,13.498284,3,,
7794777993,52.423315,13.7178914,1,,
7794777997,52.4311381,13.6921323,1,,
1380900809,52.5644442,13.4212701,4,,
1380900810,52.5658726,13.420628,4,,
1380900815,52.5645953,13.4225801,3,,
1380900823,52.5656491,13.418453,3,,
1380900824,52.564729,13.4186196,1,,
1380900825,52.5659011,13.4208978,3,,
1614340056,52.421717,13.2805399,3,,
98099185,52.6166419,13.476251,4,,
2300108785,52.5050071,13.5995264,3,,
1041162241,52.5472596,13.3146837,3,,
4551270403,52.4310483,13.400123,1,,
296411156,52.4920729,13.5396357,3,,
596434993,52.4730113,13.4244518,3,,
596434997,52.472606,13.4245719,1,,turning_circle
596435000,52.4727733,13.4223105,3,,
596435007,52.4723672,13.4224322,1,,turning_circle
5398257741,52.4109393,13.2693843,1,,
34791503,52.4594335,13.4281717,4,,
34791504,52.458167,13.4282571,4,,
34791506,52.4588545,13.4299444,3,,
34791507,52.4597277,13.4298591,3,,
34791512,52.4575162,13.4266592,1,,turning_circle
34791513,52.4571154,13.4283145,3,,
34791515,52.4613077,13.4277465,3,,
34791525,52.4588043,13.4268236,3,,
389079169,52.6292325,13.2843712,3,,
389079173,52.6304688,13.2828554,3,,
371384459,52.449301,13.2366736,1,,
371384460,52.4485867,13.2365156,3,,
371384463,52.448461,13.2377266,3,,
1840963728,52.5074607,13.320322,3,,
94953620,52.4457326,13.575516,3,,
98099385,52.6154653,13.481477,3,,
2696601796,52.5761738,13.2276861,3,,
1928257734,52.5038643,13.585764,1,,
2696601803,52.5765827,13.2260366,4,,
257745109,52.4520692,13.5632563,3,,
257745110,52.4528804,13.5632178,3,,
896327903,52.514873,13.5867498,3,,
2696601829,52.5816884,13.2273649,3,,
2696601830,52.5818466,13.2315305,3,,
2696601832,52.581823,13.2300543,3,,
1864294635,52.4470108,13.5753542,3,,
97575169,52.6288933,13.4905885,3,,
6298984713,52.417761,13.4495086,4,,
28238090,52.4802204,13.525225,4,,
28238094,52.4802735,13.5250066,4,,
2014503183,52.5713697,13.4287116,3,,
152232221,52.5101643,13.2231959,3,,
281338202,52.5349823,13.4866951,1,,turning_circle
573235551,52.4433825,13.3041496,4,,
29024608,52.5380576,13.3023946,3,,
29024609,52.5387338,13.3022188,3,,
29024611,52.5364456,13.3028183,3,,
257614186,52.5417231,13.2012588,1,,turning_circle
1835458933,52.4703129,13.4217249,1,,
4366590338,52.5352307,13.4715321,3,,
2426724770,52.6319525,13.2940058,3,,
4381270437,52.4932725,13.5423337,3,,
81453491,52.4532431,13.3320288,1,,turning_circle
299950515,52.4158231,13.1760958,1,,
308994485,52.5169823,13.4509847,3,,
1824842180,52.5512809,13.3443917,1,,
152232409,52.5103196,13.2293212,3,,
152232433,52.5110532,13.2277455,1,,
2193809907,52.5386383,13.4918733,3,,
281338360,52.5372406,13.4924705,4,,
260760058,52.4103442,13.6604969,3,,
260760059,52.4096205,13.6625823,3,,
341893635,52.6165662,13.2391777,3,,
267313677,52.5102547,13.2845528,3,,
253813272,52.5138757,13.1642311,3,,
253813277,52.5147885,13.1658877,3,,
253813279,52.5184312,13.1648653,3,,
253813288,52.5154425,13.1646127,3,,
139387435,52.538542,13.1500056,3,,
473096750,52.6029042,13.3285647,3,,
473096752,52.6013438,13.3281625,3,,
1762976307,52.5151267,13.4450021,3,,
138469940,52.423375,13.4464412,3,,
473096757,52.6011522,13.3306801,3,,
5072806453,52.5474192,13.5988426,4,,
29024824,52.5073088,13.2353556,3,,
253813304,52.5183437,13.1631933,3,,
29024826,52.5084803,13.2351624,3,,
5755822652,52.4547197,13.3198702,4,,
243458621,52.5476409,13.492945,3,,
243458624,52.5475038,13.4948463,3,,
312533578,52.4485826,13.2719496,3,,
253813326,52.5187394,13.1617902,3,,
1629676112,52.4461492,13.3337588,3,,
253813337,52.5196025,13.1619797,3,,
253813340,52.5167802,13.1654865,3,,
253813343,52.5178739,13.1669589,3,,
1629676127,52.4465814,13.3344074,1,,
253813345,52.5163623,13.1651929,3,,
253813367,52.5174353,13.1666032,3,,
253813376,52.5170954,13.1660901,3,,
76472991,52.6138781,13.3245611,1,,
76473004,52.6142013,13.3242108,3,,
76473007,52.6178674,13.3267672,3,,
76473014,52.6140379,13.3222772,1,,
76473016,52.614364,13.3240097,3,,
1977017017,52.4209968,13.4610431,3,,
253813436,52.5160586,13.1706531,1,,turning_circle
261022410,52.4816444,13.4734533,3,,
40821454,52.479538,13.3382111,1,,turning_circle
442032873,52.5033257,13.3037982,3,,
261022482,52.4815172,13.4727238,3,,
318301000,52.6070275,13.2107959,4,,
7142957927,52.4885438,13.4194887,1,,
108323693,52.53168,13.5754423,3,,
408871794,52.4556693,13.321352,3,,
1645798262,52.39914,13.4984101,1,,
1645798263,52.399612,13.4995387,3,,
108323705,52.5322008,13.5688963,4,,
1645798285,52.4008608,13.4861513,3,,
27452302,52.4871494,13.3116947,3,,
3966559123,52.5331118,13.3364419,1,,
243458986,52.5462968,13.4919123,4,,
243458987,52.5454034,13.4912778,3,,
1632297899,52.4124048,13.2885968,1,,
1650910131,52.4173656,13.7252655,1,,
1650910134,52.4184949,13.724409,3,,
1650910140,52.4200889,13.7237906,1,,
1645798333,52.4015847,13.4865345,4,,
5425914821,52.4406308,13.5773234,1,,
1650910150,52.4206811,13.723673,1,,
1650910155,52.4218658,13.7197212,1,,
295756756,52.5051717,13.444226,3,,
1645798356,52.4024027,13.5081407,3,,
1645798359,52.4025229,13.4870263,4,,
1645798362,52.4027356,13.5090375,4,,
1645798364,52.4028239,13.4850339,3,,
243459038,52.5462512,13.4880995,4,,
243459039,52.547358,13.4840294,3,,
1645798366,52.4028943,13.4855769,3,,
1645798368,52.4030766,13.5074422,1,,
1645798371,52.4030895,13.5099468,3,,
1645798372,52.4031288,13.5011553,3,,
1645798376,52.4034978,13.50452,1,,
1645798377,52.4034426,13.4973354,3,,
387769325,52.5369114,13.1575859,1,,turning_circle
1645798381,52.4036657,13.5093355,1,,
1645798385,52.4041888,13.506315,1,,
98100210,52.6171969,13.4829889,3,,
1645798389,52.4036569,13.5080977,4,,
1645798390,52.4045097,13.5047315,3,,
1645798391,52.4047306,13.5028689,3,,
1645798392,52.4048465,13.5056228,3,,
1645798393,52.405191,13.506515,4,,
1645798397,52.4056202,13.488642,4,,
1645798399,52.4057926,13.4864638,3,,
1645798400,52.4057927,13.5134739,3,,
1645798416,52.4062305,13.4869598,4,,
2235884561,52.4201056,13.5192776,1,,turning_circle
92988437,52.6299185,13.2869574,4,,
1645798421,52.407224,13.4898567,4,,
1645798422,52.4074126,13.5333421,3,,
1645798423,52.4076803,13.4884348,4,,
1645798425,52.4080855,13.5228741,1,,
1645798427,52.4083659,13.4868526,3,,
1645798432,52.4094791,13.4902149,3,,
1645798434,52.4097027,13.5235404,1,,
318301219,52.6045157,13.2046608,1,,
1645798435,52.4102985,13.5071273,4,,
1645798436,52.4106921,13.5084516,4,,
318301222,52.6066953,13.2039145,3,,
318301223,52.6066917,13.203648,1,,
318301225,52.606967,13.2063594,3,,
1645798446,52.4122691,13.5050198,4,,
1645798447,52.4127614,13.5062248,4,,
318301232,52.6048593,13.2057795,3,,
318301231,52.6058284,13.205849,3,,
309912624,52.5429454,13.5137252,1,,
318301233,52.6047525,13.2066227,1,,
318301234,52.6048683,13.2050913,1,,
309912625,52.5432342,13.5125504,3,,
309912626,52.5433316,13.5118878,1,,
1645798451,52.4142517,13.5158078,3,,
1645798485,52.4178354,13.5086946,3,,
1645798493,52.4201012,13.5040339,3,,
1645798496,52.4209894,13.5077037,1,,
31515780,52.4349396,13.7155504,3,,
31515785,52.4355438,13.714727,3,,
31515786,52.4398244,13.7162033,3,,
94954640,52.4473551,13.5788425,2,,
1583408272,52.562743,13.4028475,3,,
704046226,52.5784083,13.3713257,1,,
296412307,52.4856057,13.5399479,1,,
31515796,52.4327784,13.7109354,3,,
31515809,52.4384923,13.7205113,4,,
31515810,52.4381273,13.7210573,3,,
3598116028,52.4565064,13.5985266,1,,turning_circle
725279947,52.4200898,13.1950385,3,,
1330439378,52.4327178,13.1988725,3,,
82896083,52.3716913,13.6926511,3,,
27452631,52.440075,13.3008858,3,,
94954717,52.4465858,13.5791136,3,,
27452641,52.4377881,13.2953894,4,,
1428088067,52.4546043,13.3242507,3,,
27452677,52.4347113,13.2880774,4,,
27452679,52.4338142,13.2871584,4,,
27452680,52.4342621,13.2874714,3,,
27452681,52.4327243,13.2870465,4,,traffic_signals
27452682,52.4310919,13.2830212,3,,
27452684,52.4295336,13.2863909,3,,
66381068,52.5310423,13.6191392,3,,
27452686,52.4295115,13.283551,3,,
27452687,52.4295776,13.2807585,4,,
27452688,52.4313186,13.2814602,3,,
66381071,52.5294116,13.6182385,3,,
27452690,52.4329201,13.2820185,3,,
27452696,52.4302964,13.2766264,4,,
94954777,52.4464281,13.5781637,3,,
253682998,52.6104795,13.415872,3,,
253682999,52.6090273,13.4142148,3,,
31515976,52.4339295,13.7149934,3,,
1695212880,52.5400738,13.4279948,4,,
1929176400,52.4108058,13.4938286,3,,
2710889855,52.5202895,13.6038888,1,,
541648257,52.6068385,13.299586,1,,
56419723,52.4839369,13.5704893,4,,
56419725,52.4828176,13.5710486,3,,
142402981,52.5432079,13.1300252,3,,
2316494293,52.6209327,13.4771523,3,,
27452895,52.434104,13.2866668,4,,
27452904,52.4336652,13.2836268,3,,
27452905,52.4348611,13.2828916,4,,
27452906,52.4356851,13.2816605,3,,
27452922,52.435097,13.2761628,3,,
27452923,52.4339137,13.2773256,4,,
710862331,52.500456,13.3824515,1,,
27452926,52.4334783,13.2761337,4,,
27452947,52.4266697,13.2749536,4,,
27452948,52.4269436,13.2733533,4,,
27452949,52.4272262,13.2716974,4,,
27452951,52.4232711,13.2743834,3,,
27452953,52.4238781,13.2724596,3,,
4224116251,52.5368277,13.1822404,1,,
27452960,52.415876,13.2770027,3,,
27452961,52.416209,13.275981,3,,
27452963,52.4154213,13.2778867,4,,
27452964,52.4145194,13.2792777,3,,
857531942,52.4258765,13.4021952,1,,
27452968,52.4098837,13.2735279,3,,
27452975,52.4124854,13.2762306,3,,
27452980,52.4091605,13.2698853,3,,
27452982,52.4089723,13.2674032,4,,
27452983,52.4121422,13.2669113,4,,
108324415,52.5334903,13.5726606,3,,
108324417,52.5335421,13.5744949,4,,
108324418,52.5334056,13.5754957,1,,
257091138,52.4216652,13.3315215,3,,
257091139,52.423306,13.3327404,3,,
80406085,52.5675032,13.5641,3,,
80406086,52.5668273,13.566167,3,,
257091142,52.4237921,13.3310893,3,,
312534594,52.4363263,13.276204,1,,turning_circle
745727565,52.4361255,13.28005,3,,
257091154,52.4194995,13.3396047,3,,
257091155,52.4187607,13.3401146,3,,
257091159,52.4166529,13.341983,3,,
257091160,52.4179816,13.340487,3,,
294708826,52.4289574,13.1651792,1,,turning_circle
893970011,52.5404949,13.4316949,3,,
257091166,52.4161969,13.3403847,3,,
893970021,52.5396729,13.4309426,3,,
257091182,52.4164584,13.3389929,3,,
257091188,52.4169731,13.3362513,3,,
99280505,52.6454417,13.5083426,3,,
257091194,52.412214,13.3357266,3,,
175171197,52.6295683,13.2805309,3,,
857532047,52.4250052,13.4019302,1,,
857532050,52.4256472,13.4017474,1,,
5856355987,52.5830742,13.3644253,3,,
29419157,52.5506093,13.4178603,4,,
29419158,52.5512804,13.4184302,4,,
34924181,52.597614,13.3318694,4,,
5856355989,52.583885,13.3643277,3,,
29419161,52.5507354,13.4200563,4,,
29419162,52.5501222,13.4193759,4,,
98100889,52.6136754,13.4802296,3,,
5856355991,52.5838974,13.3649548,3,,
29419169,52.5504797,13.4251699,4,,
29419185,52.5472763,13.4265252,3,,
29419186,52.5477215,13.4254715,3,,
2704205492,52.5850565,13.2279685,3,,
2704205493,52.584601,13.2271793,3,,
98100919,52.6115819,13.4755292,4,,
29419219,52.5437491,13.4267589,3,,
271378138,52.5413263,13.1946489,3,,
271378139,52.5408139,13.1935661,1,,turning_circle
1855383309,52.5865052,13.35951,3,,
3447383828,52.5786721,13.2888219,3,,
99280670,52.6471662,13.5054318,4,,
304408385,52.4958731,13.2747919,1,,
281208648,52.5464712,13.3637925,1,,turning_circle
615442274,52.4127964,13.3115009,1,,turning_circle
250931078,52.5373488,13.5478376,3,,
7927031693,52.5865994,13.3583348,1,,
443213710,52.4866493,13.5152607,1,,
277276585,52.5933464,13.2812891,3,,
98101166,52.6142878,13.4788305,3,,
98101183,52.6126311,13.4792402,3,,
30205899,52.4404572,13.244741,4,,traffic_signals
30205900,52.4373197,13.2522166,3,,
95741901,52.5715529,13.3970075,3,,
6666643403,52.5058993,13.4405895,1,,
30205914,52.4384595,13.2391833,3,,
30205915,52.438742,13.2403797,4,,
30205916,52.4391785,13.2416078,3,,
30205919,52.4411291,13.2488209,4,,
5412022240,52.5755162,13.4574,1,,
30205926,52.4406124,13.2552113,4,,
30205928,52.4397717,13.2430734,3,,
227338262,52.4431416,13.2437571,3,,
253683737,52.6150415,13.4057024,3,,
527099931,52.5149612,13.336178,3,,
30205989,52.4351428,13.1978773,3,,
227338280,52.4420151,13.2451202,3,,
227338287,52.4422111,13.2468656,3,,
227338296,52.4474834,13.254377,3,,
227338303,52.4462453,13.2552979,3,,
1583409217,52.5623819,13.4091386,1,,
227338310,52.4479009,13.2553808,3,,
86960220,52.5366988,13.4663401,1,,
179628154,52.6410145,13.2836445,3,,
179628157,52.6387979,13.2839944,3,,
56420493,52.4880038,13.1756122,3,,
56420496,52.4878316,13.1798171,3,,
1945692305,52.4384261,13.2664705,3,,
56420499,52.4870737,13.1755352,4,,
56420516,52.4827881,13.1748049,3,,
50129076,52.5666149,13.5590895,3,,
412543167,52.4352952,13.5007035,4,,
141486297,52.5695095,13.5758472,3,,
139389147,52.538211,13.1548111,3,,
575727837,52.4906211,13.3915489,1,,
675735774,52.4896302,13.5771375,1,,
628156655,52.5123656,13.3170186,3,,
1407248624,52.4257386,13.5543458,1,,
35973372,52.5112785,13.2863551,3,,
35973375,52.5122548,13.2866406,1,,
1683679500,52.4130228,13.5726783,1,,traffic_signals
1867442445,52.4302287,13.4101023,3,,
746514729,52.5933846,13.3215715,3,,
388557131,52.5375515,13.3415916,1,,
388557132,52.537933,13.3436442,3,,
388295048,52.5981026,13.3837434,3,,
248703416,52.596741,13.2961009,4,,
248703417,52.5958626,13.2942196,1,,turning_circle
92989902,52.6278622,13.2805935,3,,
175303118,52.6291728,13.2881263,3,,
92989908,52.6280247,13.2763708,4,,
80406998,52.5687639,13.5652056,4,,
92989910,52.6279851,13.2745142,3,,
5963966950,52.5540581,13.2078816,4,,
175303149,52.6314485,13.2856977,3,,
366406136,52.5378177,13.6064647,3,,
366406137,52.5378894,13.6065395,3,,
366406148,52.5368998,13.6066575,3,,
175303188,52.6321798,13.2853265,3,,
257747495,52.4432014,13.5669714,3,,
432466471,52.5231827,13.3267171,1,,turning_circle
3235965503,52.4780562,13.4303081,3,,
29420103,52.5597372,13.416239,3,,
1665722952,52.4224135,13.4621072,4,,
29420106,52.559858,13.4224747,4,,
108325454,52.5319219,13.5723038,4,,
29420111,52.5588193,13.4260052,3,,
108325455,52.529803,13.5718217,3,,
1665722960,52.4230111,13.4519214,3,,
3235965520,52.4781455,13.4310351,3,,
3235965522,52.4781378,13.4302809,3,,
1665722967,52.4255835,13.4822666,3,,
29420121,52.5561595,13.4146228,3,,
1665722972,52.42684,13.4842388,3,,
29420129,52.5574162,13.4217411,3,,
1665722977,52.4275067,13.4851571,4,,
4892191331,52.5412166,13.5058493,3,,
29420132,52.5574417,13.4197502,3,,
29420133,52.5574075,13.4231637,4,,
1665722982,52.4282287,13.4815198,3,,
3235965542,52.47823,13.4310062,3,,
4892191333,52.5412382,13.5070194,1,,
4892191337,52.5400625,13.5054083,3,,
1665722986,52.4287948,13.4803934,3,,
29420139,52.5539965,13.420793,4,,
4892191332,52.5400717,13.5059355,3,,
4892191334,52.5412152,13.5053407,3,,
4892191335,52.5412315,13.5066729,3,,
1665722991,52.428932,13.4824569,3,,
29420147,52.5562011,13.4257335,3,,
1665722995,52.4298388,13.4817481,4,,
1665723003,52.4299297,13.4655717,3,,
1665723006,52.4308141,13.4668319,3,,
1665723011,52.4312463,13.4835488,4,,
1665723015,52.4313567,13.4727828,3,,
1665723018,52.4317539,13.4681747,3,,
1665723026,52.4320049,13.4819922,4,,
1665723038,52.4325936,13.4851832,3,,
2474044066,52.5238868,13.5828164,3,,
256699044,52.5631766,13.3689369,3,,
1665723047,52.4327063,13.4670194,3,,
1665723049,52.4330726,13.4642881,3,,
78047929,52.5299031,13.5541855,3,,
1665723068,52.4339691,13.463521,3,,
1665723076,52.4342993,13.4592719,3,,
1665723077,52.4350066,13.4647309,4,,
1665723078,52.4353999,13.4603173,3,,
1665723080,52.4360226,13.4659377,4,,
1665723081,52.4361214,13.4660809,3,,
1665723083,52.4365105,13.4614321,3,,
1665723086,52.4377212,13.462599,4,,
1665723088,52.4378423,13.4627029,4,,
248703698,52.5966138,13.2958581,3,,
253029095,52.5745689,13.2763179,4,,
5353302771,52.4368373,13.4387033,1,,
3330992884,52.5773462,13.373597,1,,
3330992885,52.5777652,13.3740402,3,,
369945356,52.5024018,13.5134015,1,,
369945360,52.5026884,13.5118442,3,,
704047923,52.5767996,13.3759223,3,,
704047924,52.5766228,13.3757004,1,,
150793017,52.4129633,13.554278,4,,
150793020,52.4147611,13.5521475,4,,
150793022,52.4151036,13.5514679,4,,
373877567,52.4952211,13.2613832,3,,
150793023,52.4157756,13.5499864,4,,
150793026,52.416773,13.5474088,3,,
150793027,52.4168353,13.5470713,3,,
31386436,52.443915,13.300071,4,,
150793029,52.4169922,13.5453959,4,,
479390534,52.5946268,13.290676,1,,turning_circle
31386443,52.4441407,13.300635,4,,
29158259,52.5476932,13.3089298,4,,
29551476,52.6025672,13.2388315,4,,
29551477,52.6035055,13.2367715,3,,
29551478,52.6065815,13.229818,3,,
29158270,52.5522514,13.3079905,3,,
262204295,52.5059422,13.5629343,1,,
262204298,52.5055234,13.5618244,4,,
29551501,52.5972133,13.2718677,3,,
29551509,52.5998978,13.2520467,3,,traffic_signals
29551512,52.6009581,13.2473178,3,,
29551513,52.6016143,13.2429647,4,,
619113376,52.4132428,13.3953367,3,,
5518191524,52.5215312,13.404748,3,,
33483694,52.5575687,13.2312862,3,,
29420472,52.5576665,13.4324577,3,,
29420480,52.553686,13.4407162,4,,
732621765,52.525879,13.4228292,4,,
33483718,52.5518458,13.2132796,4,,
732621767,52.5270472,13.4248799,3,,
6065810378,52.4285501,13.3154344,4,,
33483723,52.5537056,13.2135705,3,,
29420494,52.5561328,13.4323585,3,,
29420495,52.5555594,13.4321132,3,,
29420497,52.5510109,13.435747,4,,
29420500,52.5512401,13.4387171,3,,
29420501,52.5495512,13.4373598,4,,
2019486682,52.5478037,13.5522085,1,,turning_circle
1864428537,52.5198215,13.3882795,3,,
2019486714,52.5480865,13.5511314,1,,turning_circle
6443822078,52.5012702,13.3399092,2,,
197585944,52.4957407,13.4459045,1,,turning_circle
4143377476,52.4567323,13.6002067,1,,turning_circle
31386704,52.4425769,13.2955571,4,,
108325989,52.5294235,13.5735524,4,,
108325991,52.5293189,13.5749158,3,,
27323496,52.5287746,13.1286061,3,,
31386730,52.4364777,13.3088452,3,,
31386732,52.4356482,13.3114076,3,,
27323504,52.5286415,13.1331381,4,,
27323505,52.5286315,13.1335431,3,,
617802868,52.5965196,13.3162007,3,,
253029509,52.5661465,13.2211248,3,,
253029512,52.5602191,13.2065271,4,,
27323529,52.5284292,13.1233445,3,,
27323530,52.5286657,13.1223697,4,,
253029514,52.562194,13.2041206,3,,
262991018,52.4281415,13.7416099,3,,
73591985,52.4705118,13.3403092,3,,
8538352830,52.4925729,13.5610018,3,,
98102471,52.609721,13.4756853,3,,
279243984,52.5861394,13.4506972,3,,
29420769,52.5549982,13.4675175,3,,
2455956712,52.533958,13.3631576,3,,
29551852,52.5924462,13.2915007,4,,
29551853,52.5923192,13.2915077,4,,
29551854,52.5914538,13.2917683,4,,
1699409138,52.4594103,13.5877771,3,,
114093304,52.567114,13.4646965,1,,
98888956,52.5352924,13.4804555,4,,
98888957,52.5345307,13.4828518,3,,
98888963,52.5345006,13.488307,3,,
615968006,52.5241867,13.2388674,3,,
253816071,52.51793,13.1561712,3,,
615968008,52.5238734,13.2402112,3,,
2455956743,52.5343852,13.3643318,4,,traffic_signals
2455956744,52.5345861,13.3625593,3,,
1699409172,52.4617838,13.5948842,4,,
29551894,52.5912853,13.2899492,3,,
29551895,52.5914747,13.2919767,4,,
29551896,52.591764,13.2948016,4,,
451865883,52.5311643,13.3785553,1,,
1699409181,52.4635141,13.5948179,3,,
253816094,52.5264286,13.1510652,1,,crossing
1901784354,52.4432281,13.2613324,4,,
430370084,52.5213734,13.172353,1,,turning_circle
430370085,52.5219051,13.1699747,1,,turning_circle
33484076,52.5566867,13.2246217,1,,turning_circle
33484077,52.5560411,13.2245086,1,,turning_circle
4505398576,52.4688056,13.4379567,2,,
1699409206,52.4644979,13.5901745,3,,
27323706,52.538045,13.1422865,3,,
1699409210,52.4647104,13.5909948,3,,
50130236,52.5658216,13.5579362,3,,
33484092,52.5432338,13.2470127,3,,
8659987775,52.4450564,13.5754898,1,,
29551936,52.5926432,13.2945559,3,,
29551937,52.5923409,13.2917386,4,,
29551938,52.5921468,13.289709,3,,
29551940,52.5921192,13.2882113,3,,
1282075974,52.5536905,13.1678725,1,,turning_circle
29551944,52.5895749,13.2924441,4,,
872607048,52.5831683,13.3662237,1,,
29551946,52.5869061,13.2952001,4,,
29551947,52.5848099,13.2979414,4,,
1699409228,52.4665,13.594403,3,,
29551949,52.583123,13.3000246,4,,
1699409233,52.4701073,13.5775874,3,,
56421728,52.4837185,13.5684214,3,,
29551971,52.5875579,13.2959452,3,,
29551972,52.5881757,13.2966523,3,,
1699409252,52.4727239,13.5855574,1,,
29551974,52.5887069,13.2975582,3,,
29551975,52.5888554,13.298956,3,,
29551977,52.5878552,13.3017383,4,,
248704362,52.59417,13.2900822,1,,
29158763,52.5502344,13.2694224,3,,
78703995,52.5278685,13.5519885,4,,
31387004,52.424004,13.2928753,3,,
31387005,52.4239067,13.2958793,3,,
31387011,52.4239115,13.2968785,3,,
31387014,52.4242018,13.2964154,3,,
494595464,52.6159984,13.3175428,1,,
29552018,52.5872702,13.3010008,3,,
29552021,52.586648,13.300241,3,,
29552022,52.5864589,13.3000249,3,,
29552024,52.5843038,13.3026499,4,,
29552025,52.5854543,13.2987327,3,,
29552026,52.5856057,13.2989399,3,,
29552027,52.5836904,13.3013025,4,,
29552028,52.5848375,13.3038539,4,,
29552029,52.5853566,13.3050107,3,,
29552030,52.5861743,13.3068426,3,,
29552031,52.5860466,13.2994919,3,,
29552036,52.5908801,13.2950624,4,,
610201023,52.4950423,13.3540419,3,,
1274998214,52.5346468,13.1599499,3,,
29552075,52.6012139,13.3243937,3,,
31387092,52.4249973,13.2964731,4,,
262204889,52.4514601,13.4635879,1,,
31387102,52.424901,13.3007658,3,,
31387108,52.4250159,13.2958578,1,,
78048743,52.5202619,13.5539283,4,,
31387117,52.4270721,13.2923633,4,,
31387121,52.4268243,13.2896927,3,,
31387122,52.4267418,13.2893931,1,,
4612222450,52.5677229,13.4457769,1,,
4612222451,52.5679591,13.444794,3,,
4612222452,52.5681256,13.4454869,1,,
4612222454,52.5682449,13.4448231,3,,
872607242,52.5832877,13.3674961,1,,
31387147,52.426033,13.2915121,3,,
2019487266,52.5570405,13.5707208,1,,
279768615,52.4311038,13.60277,3,,
2963861039,52.6054681,13.4289126,1,,
279768624,52.429336,13.6004029,1,,
319090226,52.5805757,13.4259343,2,,
279768629,52.4289435,13.5961748,1,,
319090230,52.5789203,13.4261482,2,,
872607285,52.5860024,13.3766452,1,,turning_circle
279768635,52.429189,13.5982781,1,,
675212866,52.5663931,13.1556739,1,,
29421136,52.5512016,13.4551426,4,,traffic_signals
20246097,52.4198767,13.5642726,3,,
675212883,52.5622337,13.1822791,1,,
29421139,52.5491634,13.4455249,4,,
31387222,52.4293905,13.2925379,4,,
20246103,52.4917137,13.4577131,5,,
29421145,52.5509395,13.4501276,3,,
